run_id,case_id,scenario_id,attack_profile_id,teardown_completed,redeploy_completed,same_topology_instantiated,effective_inventory_recorded,validation_gate_passed,segmentation_verified,sensor_liveness_verified,time_reference_coherent,plc_scada_reachable,attack_profile_executed,attack_technique_recorded,ground_truth_available,alert_observed,trigger_alert_bound,trigger_inside_attack_window,alert_to_profile_mapping_recorded,raw_alert_preserved,memory_first_when_enabled,acquisition_order_valid,manifest_present,manifest_verified,custody_chain_present,custody_chain_verified,primary_derived_separation_verified,case_sealed,timeline_generated,derived_outputs_recorded,cross_layer_findings_available,fsr_invariants_stable,cpr_stable,edge_state_pattern_stable,comparison_family_match,accepted_for_scientific_aggregate,exclusion_reason,aggregate
run_87,case-91434382,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_88,case-1ca991f0,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_89,case-37b2b330,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_90,case-78c2b34b,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_91,case-b0d41409,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_92,case-2990b1f4,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_93,case-57c08fa1,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,False,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_94,case-4acde669,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_95,case-351a0068,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_96,case-ec989eeb,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_97,case-e1e1f1f3,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_98,case-eed5dc51,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_99,case-35f40cb6,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_100,case-121c5417,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_101,case-d26c0af3,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_102,case-b1c178d6,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_103,case-f4c20014,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_104,case-5e870491,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_105,case-0a3b644c,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_106,case-492a8bf3,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_107,case-fbbce226,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_108,case-de4b2a55,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_109,case-c2a13900,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_110,case-0396988e,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_111,case-91fced23,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_112,case-11283bb3,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_113,case-95f86366,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_114,case-af426423,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_115,case-53788163,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_116,case-2f8c79be,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_117,case-893b5781,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_118,case-c7be586e,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
AGGREGATE,N=118,,,N/A (not applicable for this campaign type),N/A (not applicable for this campaign type),118/118,118/118,117/118,98/118,118/118,112/118,118/118,118/118,118/118,118/118,118/118,118/118,missing_from_current_campaign,118/118,118/118,118/118,118/118,118/118,118/118,118/118,118/118,118/118,118/118,118/118,118/118,118/118,0/118,0/118,0/118,missing_from_current_campaign,118/118,,
